90;23.179
85;23.026
80;23.319
75;23.653
70;24.345
65;25.137
60;26.138
55;27.601
50;29.222
45;30.981
40;33.646
35;36.393
30;39.168
25;4.332
20;46.016
15;49.356
10;52.205
5;53.954
0;54.483
