"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EG.FEC.RNEW.ZS","Consumo de energía renovable (% del consumo total de energía final)","Renewable energy consumption is the share of renewables energy in total final energy consumption.","Banco Mundial, base de datos de Energía Sostenible para Todos (SE4ALL) del Marco de Seguimiento Mundial de SE4ALL liderado de forma conjunta por el Banco Mundial, la Agencia Internacional de la Energía y el Programa de Asistencia para la Gestión del Sector de Energía.",
